"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2012","2012",0.6,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2013","2013",0.61,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2014","2014",0.64,"E; B","Estimated value; Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2015","2015",0.66,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2016","2016",0.68,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2017","2017",0.69,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2018","2018",0.69,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2019","2019",0.72,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2020","2020",0.71,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2010","2010",0.47,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2011","2011",0.48,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2012","2012",0.5,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2013","2013",0.51,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2014","2014",0.51,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2015","2015",0.52,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2016","2016",0.52,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2017","2017",0.53,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2018","2018",0.54,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2019","2019",0.44,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2010","2010",0.61,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2011","2011",0.62,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2012","2012",0.63,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2013","2013",0.63,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2014","2014",0.63,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2015","2015",0.64,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2016","2016",0.64,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2017","2017",0.65,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2018","2018",0.66,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2019","2019",0.57,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2010","2010",1.01,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2011","2011",1.02,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2012","2012",1.04,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2013","2013",1.06,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2014","2014",1.07,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2015","2015",1.08,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2016","2016",1.09,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2017","2017",1.1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2018","2018",1.13,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2019","2019",1.04,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",1,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",1,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",1.03,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",1.03,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",1.02,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2015","2015",1,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2016","2016",1.01,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2017","2017",1.03,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2018","2018",1.03,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",1.17,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",1.17,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",1.16,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2015","2015",1.13,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2016","2016",1.14,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2017","2017",1.17,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2018","2018",1.17,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",1.78,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",1.8,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",1.82,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",1.84,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",1.86,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2015","2015",1.89,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2016","2016",1.91,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2017","2017",1.94,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2018","2018",1.96,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2019","2019",1.98,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2020","2020",2.01,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2011","2011",1.05,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2012","2012",1.06,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2013","2013",1.06,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2014","2014",1.06,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2015","2015",1.06,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2016","2016",1.05,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2017","2017",1.04,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2018","2018",1.03,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2019","2019",1.03,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2020","2020",1.02,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2010","2010",1.13,"B","Break"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2011","2011",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2012","2012",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2013","2013",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2014","2014",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2015","2015",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2016","2016",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2017","2017",1.1,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2018","2018",1.1,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2019","2019",1.09,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2020","2020",1.09,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",0.62,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",0.63,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",0.63,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2016","2016",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2017","2017",0.65,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2018","2018",0.66,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2019","2019",0.67,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2020","2020",0.67,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",0.72,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",0.74,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",0.74,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",0.76,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",0.77,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",0.77,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2016","2016",0.76,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2017","2017",0.78,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2018","2018",0.79,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2019","2019",0.81,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2020","2020",0.82,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",0.96,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",0.99,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",1.01,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",1.03,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",1.02,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2016","2016",1.02,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2017","2017",1.03,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2018","2018",1.05,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2019","2019",1.07,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2020","2020",1.09,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2010","2010",1,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2011","2011",1.01,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2012","2012",1.01,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2013","2013",1.05,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2014","2014",1.06,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2015","2015",1.04,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2016","2016",1.05,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2017","2017",1.05,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2018","2018",1.02,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2019","2019",1.06,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2020","2020",1.07,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2010","2010",0.58,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2011","2011",0.58,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2012","2012",0.57,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2013","2013",0.76,"B","Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2014","2014",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2015","2015",0.72,"B","Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2016","2016",0.75,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2017","2017",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2018","2018",0.8,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2019","2019",0.83,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2020","2020",0.78,"B","Break"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2010","2010",0.69,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2011","2011",0.7,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2012","2012",0.73,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2010","2010",1.12,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2011","2011",1.15,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2012","2012",1.19,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2013","2013",1.21,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2014","2014",1.25,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2015","2015",1.28,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2016","2016",1.32,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2017","2017",1.31,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2018","2018",1.33,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2019","2019",1.37,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2020","2020",1.38,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2010","2010",0.49,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2011","2011",0.49,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2012","2012",0.46,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2013","2013",0.47,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2014","2014",0.47,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2015","2015",0.48,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2016","2016",0.49,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2017","2017",0.5,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2018","2018",0.52,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2019","2019",0.54,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2020","2020",0.57,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2021","2021",0.6,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2010","2010",1.15,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2011","2011",1.19,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2012","2012",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2013","2013",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2014","2014",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2015","2015",1.12,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2016","2016",1.09,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2017","2017",1.09,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2018","2018",1.11,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2019","2019",1.08,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2020","2020",1.13,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2021","2021",1.14,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2016","2016",1.76,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2017","2017",1.79,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2018","2018",1.8,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2019","2019",1.84,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2020","2020",1.88,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","2021","2021",1.95,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2019","2019",1.07,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2010","2010",1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2011","2011",1.05,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2012","2012",1.09,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2013","2013",1.13,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2014","2014",1.17,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2015","2015",1.2,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2016","2016",1.24,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2017","2017",1.27,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2018","2018",1.28,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2019","2019",1.32,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","IRL","Ireland","2020","2020",1.36,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2013","2013",1.14,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2014","2014",1.16,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2015","2015",1.15,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2016","2016",1.16,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2017","2017",1.17,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2018","2018",1.19,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2019","2019",1.26,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2020","2020",1.24,"E","Estimated value"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2021","2021",1.24,"E; P","Estimated value; Provisional value"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2010","2010",0.87,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2011","2011",0.97,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2012","2012",0.97,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2013","2013",1.15,"E; B","Estimated value; Break"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2014","2014",1.17,"E","Estimated value"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ITA","Italy","2015","2015",1.16,"E","Estimated value"
